id,word,polarity,joy,fear,sadness,anger,surprise,disgust,one_word,word_variation,no_variation,sentiment
7601,imagination,positive,0,0,0,0,0,0,1,0,1,1
7602,imam,positive,0,0,0,0,0,0,1,0,1,1
7603,imberbe,negative,0,0,0,0,0,0,1,0,1,-1
7604,imbiber,negative,0,0,0,0,0,1,1,0,1,-1
7605,imiter,negative,0,0,0,0,0,0,1,0,1,-1
7606,imitation,negative,0,0,0,1,1,1,1,0,1,-1
7607,immatriculation,positive,0,0,0,0,0,0,1,0,1,1
7608,immature,negative,0,0,0,0,0,1,1,0,1,-1
7609,immaturité,negative,0,0,0,1,0,1,1,0,1,-1
7610,immédiat,positive,0,0,0,0,1,0,1,0,1,1
7611,immédiatement,positive,0,0,0,0,1,0,1,0,1,1
7612,immédiateté,positive,0,0,0,0,1,0,1,0,1,1
7613,immémorial,positive,0,0,0,0,0,0,1,0,1,1
7614,immerger,negative,0,1,1,0,1,0,1,0,1,-1
7615,immérité,negative,0,0,1,1,0,0,1,0,1,-1
7616,immersion,negative,0,1,0,0,0,0,1,0,1,-1
7617,immeuble,positive,0,0,0,0,0,0,1,0,1,1
7618,immigration,positive,0,0,0,0,0,0,1,0,1,1
7619,imminent,negative,0,1,0,0,1,0,1,0,1,-1
7620,immobile,negative,0,1,1,0,1,0,1,0,1,-1
7621,immobiliser,negative,0,1,0,1,1,0,1,0,1,-1
7622,immobilité,positive,0,1,1,0,0,0,1,0,1,1
7623,immodéré,negative,0,0,0,1,0,0,1,0,1,-1
7624,immoral,negative,0,1,1,1,0,1,1,0,1,-1
7625,immoralité,negative,0,0,0,1,0,1,1,0,1,-1
7626,immortalité,positive,0,0,0,0,0,0,1,0,1,1
7627,immortel,positive,0,0,1,0,0,0,1,0,1,1
7628,immuable,positive,0,0,0,0,0,0,1,0,1,1
7629,immunisation,positive,0,0,0,0,0,0,1,0,1,1
7630,immuniser,positive,0,0,0,0,0,0,1,0,1,1
7631,immunitaire,positive,0,0,0,0,0,0,1,0,1,1
7632,immunité,positive,0,0,0,0,0,0,1,0,1,1
7633,impact,negative,0,1,0,0,0,0,1,0,1,-1
7634,impalpable,negative,0,1,0,0,0,0,1,0,1,-1
7635,imparfaitement,negative,0,0,0,0,0,1,1,0,1,-1
7636,impartialité,positive,0,0,0,0,0,0,1,0,1,1
7637,impasse,negative,0,1,1,1,0,1,1,0,1,-1
7638,impatience,negative,0,0,0,1,0,0,1,0,1,-1
7639,impatient,negative,0,0,0,1,0,0,1,0,1,-1
7641,impeccable,positive,0,0,0,0,0,0,1,0,1,1
7642,impénitent,negative,0,0,1,0,0,0,1,0,1,-1
7643,impérativement,positive,0,0,0,0,0,0,1,0,1,1
7644,impératrice,positive,0,0,0,0,0,0,1,0,1,1
7645,imperceptible,negative,0,0,1,0,0,0,1,0,1,-1
7646,imperfection,negative,0,0,1,0,0,1,1,0,1,-1
7647,imperial,positive,0,0,0,0,0,0,1,0,1,1
7648,impérial,positive,0,0,0,0,0,0,1,0,1,1
7649,impérissable,positive,0,0,0,0,0,0,1,0,1,1
7650,imperméabiliser,positive,0,0,0,0,0,0,1,0,1,1
7651,imperméable,positive,0,1,0,1,0,0,1,0,1,1
7652,impertinent,negative,0,0,0,1,0,0,1,0,1,-1
7653,imperturbable,positive,0,0,0,0,0,0,1,0,1,1
7654,impie,negative,0,1,1,0,0,0,1,0,1,-1
7655,implacable,positive,0,0,0,0,0,0,1,0,1,1
7656,implant,positive,0,0,0,0,0,0,1,0,1,1
7657,implantation,positive,0,0,0,0,0,0,1,0,1,1
7658,implanter,positive,0,0,0,0,0,0,1,0,1,1
7659,implicite,positive,0,0,0,0,0,0,1,0,1,1
7660,impliquer,positive,0,0,0,0,0,0,1,0,1,1
7661,implorer,negative,0,1,1,0,0,0,1,0,1,-1
7662,implosion,negative,0,1,0,0,1,0,1,0,1,-1
7663,impoli,negative,0,0,0,0,0,1,1,0,1,-1
7664,impopulaire,negative,0,0,1,0,0,1,1,0,1,-1
7665,importance,positive,0,0,0,0,0,0,1,0,1,1
7666,important,positive,0,0,0,0,0,0,1,0,1,1
7667,importation,positive,0,0,0,0,0,0,1,0,1,1
7668,importuner,negative,0,1,0,0,0,0,1,0,1,-1
7669,imposer,negative,0,1,0,1,0,0,1,0,1,-1
7670,imposition,negative,0,1,1,0,0,0,1,0,1,-1
7671,impossibilité,negative,0,0,1,0,0,0,1,0,1,-1
7672,impossible,negative,0,0,1,0,0,0,1,0,1,-1
7674,imposte,positive,0,0,0,0,0,0,1,0,1,1
7675,imposteur,negative,0,0,0,1,0,1,1,0,1,-1
7676,imposture,negative,0,0,0,1,0,1,1,0,1,-1
7677,impôt,negative,0,0,1,1,0,0,1,0,1,-1
7678,impotent,negative,0,0,1,0,0,0,1,0,1,-1
7679,impraticable,negative,0,0,1,0,0,0,1,0,1,-1
7680,imprécision,negative,0,1,1,0,0,0,1,0,1,-1
7681,imprégner,negative,0,0,0,0,0,0,1,0,1,-1
7682,impression,positive,0,0,0,0,0,0,1,0,1,1
7683,impressionnable,negative,0,1,0,0,0,0,1,0,1,-1
7684,impressionnant,positive,0,1,0,0,1,0,1,0,1,1
7685,impressionner,positive,0,0,0,0,1,0,1,0,1,1
7686,imprévisible,negative,0,1,0,0,1,0,1,0,1,-1
7687,imprimante,positive,0,0,0,0,0,0,1,0,1,1
7688,imprimer,positive,0,0,0,0,0,0,1,0,1,1
7689,imprimerie,positive,0,0,0,0,0,0,1,0,1,1
7690,imprimeur,positive,0,0,0,0,0,0,1,0,1,1
7691,improbable,negative,0,1,1,0,1,0,1,0,1,-1
7692,impromptu,negative,0,0,0,0,1,0,1,0,1,-1
7693,improvisation,negative,0,0,0,0,1,0,1,0,1,-1
7694,improviser,negative,0,0,0,0,1,0,1,0,1,-1
7695,imprudence,negative,0,1,0,1,1,1,1,0,1,-1
7696,imprudent,negative,0,1,1,1,0,0,1,0,1,-1
7697,impudence,positive,0,0,0,0,0,0,1,0,1,1
7698,impudent,negative,0,0,0,1,0,0,1,0,1,-1
7699,impuissance,negative,0,1,1,1,0,0,1,0,1,-1
7700,impuissant,negative,0,1,1,1,0,1,1,0,1,-1
7701,impulsion,positive,0,0,0,0,1,0,1,0,1,1
7702,impunité,negative,0,0,1,1,0,0,1,0,1,-1
7703,impur,negative,0,0,0,0,0,1,1,0,1,-1
7704,impureté,negative,0,0,0,0,0,1,1,0,1,-1
7705,imputable,negative,0,1,1,0,0,0,1,0,1,-1
7706,imputation,negative,0,0,1,1,0,0,1,0,1,-1
7708,inacceptable,negative,0,0,1,1,0,0,1,0,1,-1
7709,inaccessible,negative,0,0,1,1,0,0,1,0,1,-1
7710,inachever,negative,0,0,1,0,0,0,1,0,1,-1
7711,inachèvement,negative,0,0,1,0,0,0,1,0,1,-1
7712,inaction,negative,0,1,1,0,0,0,1,0,1,-1
7713,inactivation,negative,0,1,0,0,0,0,1,0,1,-1
7714,inactiver,negative,0,1,0,0,0,0,1,0,1,-1
7715,inactivité,negative,0,0,1,0,0,0,1,0,1,-1
7716,inadéquation,negative,0,0,1,0,0,1,1,0,1,-1
7717,inadmissible,negative,0,0,1,1,0,1,1,0,1,-1
7718,inaliénable,positive,0,0,0,0,0,0,1,0,1,1
7719,inamical,negative,0,1,1,1,0,1,1,0,1,-1
7720,inanimé,negative,0,1,1,0,0,0,1,0,1,-1
7721,inaperçu,negative,0,0,1,0,0,0,1,0,1,-1
7722,inapplicable,negative,0,0,0,0,0,0,1,0,1,-1
7723,inapproprié,negative,0,0,1,1,0,1,1,0,1,-1
7724,inappropriée,negative,0,0,1,1,0,1,1,0,1,-1
7725,inappropriées,negative,0,0,1,1,0,1,1,0,1,-1
7726,inappropriés,negative,0,0,1,1,0,1,1,0,1,-1
7727,inapte,negative,0,0,1,0,0,0,1,0,1,-1
7728,inassouvi,negative,0,0,1,1,1,0,1,0,1,-1
7729,inattentif,negative,0,0,0,0,0,0,1,0,1,-1
7730,inaudible,negative,0,0,0,0,0,0,1,0,1,-1
7731,inaugural,positive,0,0,0,0,0,0,1,0,1,1
7732,inauguration,positive,0,0,0,0,0,0,1,0,1,1
7733,inaugurer,positive,1,0,0,0,0,0,1,0,1,1
7734,incandescent,negative,0,1,0,0,1,0,1,0,1,-1
7735,incapable,negative,0,0,1,0,0,0,1,0,1,-1
7736,incapacité,negative,0,0,1,0,0,1,1,0,1,-1
7737,incarcération,negative,0,1,1,1,0,1,1,0,1,-1
7738,incarcérer,negative,0,1,1,1,0,0,1,0,1,-1
7739,incarnation,positive,0,0,0,0,0,0,1,0,1,1
7740,incarner,positive,0,0,0,0,0,0,1,0,1,1
7741,incassable,positive,0,0,0,0,0,0,1,0,1,1
7742,incendiaire,negative,0,1,0,1,1,0,1,0,1,-1
7743,incendie,negative,0,1,0,1,1,0,1,0,1,-1
7745,incendier,negative,0,1,0,1,0,0,1,0,1,-1
7746,incertitude,negative,0,1,0,0,1,0,1,0,1,-1
7747,incessant,negative,0,1,1,1,0,0,1,0,1,-1
7748,inceste,negative,0,1,1,1,0,1,1,0,1,-1
7749,inchangé,positive,0,0,0,0,0,0,1,0,1,1
7750,incidence,positive,0,0,0,0,0,0,1,0,1,1
7751,incident,negative,0,1,1,0,1,1,1,0,1,-1
7752,incinération,negative,0,0,1,0,0,1,1,0,1,-1
7753,inciser,negative,0,1,0,0,0,0,1,0,1,-1
7754,incision,negative,0,1,0,0,0,1,1,0,1,-1
7755,inciter,positive,0,0,0,0,0,0,1,0,1,1
7756,inclinaison,negative,0,1,0,0,0,0,1,0,1,-1
7757,incliner,negative,0,1,0,0,0,0,1,0,1,-1
7758,inclination,positive,0,0,0,0,0,0,1,0,1,1
7759,inclus,positive,0,0,0,0,0,0,1,0,1,1
7760,inclusion,positive,0,0,0,0,0,0,1,0,1,1
7761,incognito,negative,0,1,0,0,0,0,1,0,1,-1
7762,incohérence,negative,0,0,1,0,0,0,1,0,1,-1
7763,incolore,negative,0,0,1,0,0,0,1,0,1,-1
7764,incommensurable,positive,0,0,0,0,0,0,1,0,1,1
7765,incommensurablement,positive,0,0,0,0,0,0,1,0,1,1
7766,incommode,negative,0,0,1,1,0,1,1,0,1,-1
7767,incommoder,negative,0,0,1,1,0,1,1,0,1,-1
7768,incompatible,negative,0,0,1,1,0,1,1,0,1,-1
7769,incompétence,negative,0,0,1,1,0,1,1,0,1,-1
7770,incomplet,negative,0,0,0,0,0,0,1,0,1,-1
7771,incomplètement,negative,0,0,1,0,0,0,1,0,1,-1
7772,inconciliable,negative,0,1,1,1,0,0,1,0,1,-1
7773,inconfort,negative,0,0,1,0,0,1,1,0,1,-1
7774,inconfortable,negative,0,0,0,0,0,0,1,0,1,-1
7775,incongru,negative,0,0,0,1,1,0,1,0,1,-1
7776,inconnu,negative,0,1,0,0,0,0,1,0,1,-1
7777,inconscience,negative,0,1,1,0,1,0,1,0,1,-1
7778,inconséquence,negative,0,0,1,0,0,0,1,0,1,-1
7779,inconsidéré,negative,0,0,0,1,0,1,1,0,1,-1
7780,inconsistance,negative,0,0,1,0,0,0,1,0,1,-1
7781,inconstant,negative,0,0,0,1,0,1,1,0,1,-1
7782,inconstitutionnel,negative,0,0,0,0,0,0,1,0,1,-1
7783,incontestable,positive,0,0,0,0,0,0,1,0,1,1
7784,incontestablement,positive,0,0,0,0,0,0,1,0,1,1
7785,incontesté,positive,0,0,0,0,0,0,1,0,1,1
7786,incontinence,negative,0,1,0,0,1,1,1,0,1,-1
7787,incontrôlable,negative,0,1,0,1,1,0,1,0,1,-1
7788,incontrôlé,negative,0,1,1,0,1,0,1,0,1,-1
7789,inconvénient,negative,0,0,1,1,0,0,1,0,1,-1
7790,incorporation,positive,0,0,0,0,0,0,1,0,1,1
7791,incorporer,positive,0,0,0,0,0,0,1,0,1,1
7792,incorrect,negative,0,0,0,0,0,0,1,0,1,-1
7793,incrédule,negative,0,0,0,1,1,1,1,0,1,-1
7794,incrément,positive,0,0,0,0,0,0,1,0,1,1
7795,incrimination,negative,0,1,1,1,0,0,1,0,1,-1
7796,incroyable,negative,0,0,0,0,1,0,1,0,1,-1
7797,incrustation,negative,0,0,0,0,0,0,1,0,1,-1
7798,incubation,negative,0,1,1,0,0,0,1,0,1,-1
7799,incube,negative,0,1,0,0,0,1,1,0,1,-1
7800,inculpation,negative,0,1,0,1,0,1,1,0,1,-1
7801,inculper,negative,0,1,0,1,0,1,1,0,1,-1
7802,inculquer,positive,0,0,0,0,0,0,1,0,1,1
7803,inculte,negative,0,0,1,0,0,1,1,0,1,-1
7804,incurable,negative,0,1,1,1,0,1,1,0,1,-1
7805,incursion,negative,0,1,0,1,0,0,1,0,1,-1
7806,indécence,negative,0,0,0,1,0,1,1,0,1,-1
7807,indécis,negative,0,1,1,0,1,0,1,0,1,-1
7808,indécision,negative,0,0,1,0,0,0,1,0,1,-1
7809,indéfectible,positive,0,0,0,0,0,0,1,0,1,1
7810,indéfendable,negative,0,1,0,0,0,0,1,0,1,-1
7811,indéfini,negative,0,0,0,0,0,0,1,0,1,-1
7812,indéifférents,negative,0,0,1,1,0,1,1,0,1,-1
7813,indélébile,positive,0,0,0,0,0,0,1,0,1,1
7814,indemne,positive,0,0,0,0,1,0,1,0,1,1
7815,indemnisation,positive,0,0,0,0,0,0,1,0,1,1
7816,indemniser,positive,0,0,0,0,0,0,1,0,1,1
7817,indemnité,positive,0,0,0,0,0,0,1,0,1,1
7818,indéniable,negative,0,0,0,0,0,0,1,0,1,-1
7819,indépendance,positive,0,0,0,0,1,0,1,0,1,1
7820,indépendant,positive,0,0,0,0,0,0,1,0,1,1
7821,indescriptible,negative,0,1,1,0,0,0,1,0,1,-1
7822,indésirable,negative,0,1,1,1,0,1,1,0,1,-1
7823,indestructible,positive,0,0,0,0,0,0,1,0,1,1
7824,indéterminer,negative,0,0,1,0,0,0,1,0,1,-1
7825,index,positive,0,0,0,0,0,0,1,0,1,1
7827,indicateur,positive,0,0,0,0,0,0,1,0,1,1
7828,indicible,negative,0,1,1,0,0,0,1,0,1,-1
7829,indifféremment,positive,0,0,0,0,0,0,1,0,1,1
7830,indifférence,negative,0,1,1,1,0,1,1,0,1,-1
7831,indifférenciable,negative,0,0,0,0,0,0,1,0,1,-1
7832,indifférenciables,negative,0,0,0,0,0,0,1,0,1,-1
7833,indifférent,negative,0,0,1,0,0,1,1,0,1,-1
7834,indigène,positive,0,0,0,0,0,0,1,0,1,1
7835,indigestion,negative,0,0,0,0,0,1,1,0,1,-1
7836,indignation,negative,0,0,0,1,0,1,1,0,1,-1
7837,indigne,negative,0,0,0,0,0,1,1,0,1,-1
7838,indigner,negative,0,0,0,1,0,1,1,0,1,-1
7839,indigo,positive,0,0,0,0,0,0,1,0,1,1
7840,indiquer,positive,0,0,0,0,0,0,1,0,1,1
7841,indiscernable,negative,0,0,0,0,0,0,1,0,1,-1
7842,indiscipliné,negative,0,1,0,1,0,1,1,0,1,-1
7843,indiscutable,positive,0,0,0,0,0,0,1,0,1,1
7844,indiscutablement,positive,0,0,0,0,0,0,1,0,1,1
7845,indispensable,positive,0,0,0,0,0,0,1,0,1,1
7846,indistinct,negative,0,1,0,0,0,0,1,0,1,-1
7847,individualité,positive,0,0,0,0,0,0,1,0,1,1
7848,individuel,negative,0,0,1,0,0,0,1,0,1,-1
7849,individueld,negative,0,0,1,0,0,0,1,0,1,-1
7850,indivisible,positive,0,0,0,0,0,0,1,0,1,1
7851,indolent,negative,0,0,0,0,0,0,1,0,1,-1
7852,indolore,positive,0,0,0,0,0,0,1,0,1,1
7853,indomptable,positive,0,1,0,0,0,0,1,0,1,1
7854,indu,negative,0,0,1,1,0,0,1,0,1,-1
7855,indubitable,positive,0,0,0,0,0,1,1,0,1,1
7856,induction,positive,0,0,0,0,0,0,1,0,1,1
7857,induire,negative,0,0,0,0,0,0,1,0,1,-1
7859,indulgence,positive,0,0,0,0,0,0,1,0,1,1
7860,indulgent,positive,0,0,0,0,0,0,1,0,1,1
7861,industrie,positive,0,0,0,0,0,0,1,0,1,1
7862,inédit,positive,0,0,1,0,1,0,1,0,1,1
7863,ineffable,negative,0,1,1,1,0,0,1,0,1,-1
7864,inefficace,negative,0,0,1,0,0,1,1,0,1,-1
7865,inefficacité,negative,0,0,1,0,0,1,1,0,1,-1
7866,inégal,negative,0,1,1,1,0,1,1,0,1,-1
7867,inégalable,positive,0,0,0,0,0,0,1,0,1,1
7868,inégalé,positive,0,0,0,0,0,0,1,0,1,1
7869,inégalité,negative,0,1,1,1,0,0,1,0,1,-1
7870,inélastique,negative,0,0,0,0,0,0,1,0,1,-1
7871,inéligible,negative,0,0,1,0,0,0,1,0,1,-1
7872,inepte,negative,0,0,0,1,0,1,1,0,1,-1
7873,ineptie,negative,0,1,1,0,0,1,1,0,1,-1
7874,inépuisable,positive,0,0,0,0,0,0,1,0,1,1
7875,inéquitable,negative,0,0,1,1,0,0,1,0,1,-1
7876,inerte,negative,0,1,1,0,0,0,1,0,1,-1
7877,inertie,positive,0,0,0,0,0,0,1,0,1,1
7878,inestimable,positive,1,0,0,0,0,0,1,0,1,1
7879,inévitable,negative,0,1,1,0,0,0,1,0,1,-1
7880,inévitablement,negative,0,0,0,0,0,0,1,0,1,-1
7881,inexact,negative,0,0,0,0,0,0,1,0,1,-1
7882,inexactitude,negative,0,0,0,1,0,1,1,0,1,-1
7883,inexcusable,negative,0,0,1,1,0,1,1,0,1,-1
7884,inexistant,negative,0,0,1,0,0,0,1,0,1,-1
7885,inexpérience,negative,0,0,1,0,0,0,1,0,1,-1
7886,inexpérimenté,negative,0,0,1,0,0,0,1,0,1,-1
7887,inexpliqué,negative,0,1,1,0,0,0,1,0,1,-1
7888,inexploité,negative,0,0,1,0,0,0,1,0,1,-1
7889,inexploré,negative,0,0,1,0,0,0,1,0,1,-1
7890,infaillibilité,positive,0,0,0,0,0,0,1,0,1,1
7891,infaillible,positive,0,0,0,0,0,0,1,0,1,1
7892,infaisable,negative,0,0,1,0,0,0,1,0,1,-1
7893,infamie,negative,0,0,1,1,0,1,1,0,1,-1
7894,infanterie,positive,0,0,0,0,0,0,1,0,1,1
7895,infanticide,negative,0,1,1,1,0,1,1,0,1,-1
7896,infantile,negative,0,0,0,1,0,1,1,0,1,-1
7897,infarctus,negative,0,1,0,0,1,0,1,0,1,-1
7898,infecteninfects,negative,0,1,0,1,0,1,1,0,1,-1
7899,infecter,negative,0,1,1,0,0,1,1,0,1,-1
7900,infection,negative,0,1,1,0,0,1,1,0,1,-1
7901,inférence,positive,0,0,0,0,0,0,1,0,1,1
7902,infériorité,negative,0,0,1,1,0,0,1,0,1,-1
7903,infernal,negative,0,1,1,1,0,1,1,0,1,-1
7904,infertilité,negative,0,1,1,0,0,0,1,0,1,-1
7905,infestation,negative,0,1,0,0,0,1,1,0,1,-1
7906,infidele,negative,0,0,1,0,0,1,1,0,1,-1
7907,infidèle,negative,0,1,1,1,0,1,1,0,1,-1
7908,infidélité,negative,0,1,1,1,0,1,1,0,1,-1
7909,infini,positive,0,0,0,0,0,0,1,0,1,1
7910,infiniment,positive,0,0,0,0,0,0,1,0,1,1
7911,infinité,positive,0,0,0,0,0,0,1,0,1,1
7912,infinitésimal,negative,0,0,0,0,0,0,1,0,1,-1
7913,infirme,negative,0,1,1,0,0,0,1,0,1,-1
7914,infirmer,negative,0,1,0,0,0,0,1,0,1,-1
7915,infirmerie,positive,0,0,0,0,0,0,1,0,1,1
7916,infirmier,positive,0,0,0,0,0,0,1,0,1,1
7918,infirmité,negative,0,1,1,0,0,0,1,0,1,-1
7919,inflammation,negative,0,1,0,0,0,1,1,0,1,-1
7920,inflation,negative,0,1,0,1,0,0,1,0,1,-1
7921,infliction,negative,0,1,1,0,0,0,1,0,1,-1
7922,infliger,negative,0,1,1,1,0,0,1,0,1,-1
7923,inflorescence,positive,1,0,0,0,0,0,1,0,1,1
7924,influence,positive,0,0,0,0,0,0,1,0,1,1
7925,influencer,positive,0,0,0,0,0,0,1,0,1,1
7926,influent,positive,0,0,0,0,0,0,1,0,1,1
7927,infomes,negative,0,0,0,0,0,1,1,0,1,-1
7928,infondé,negative,0,1,0,1,0,1,1,0,1,-1
7929,information,positive,0,0,0,0,0,0,1,0,1,1
7930,informer,positive,0,0,0,0,0,0,1,0,1,1
7931,informel,positive,0,0,0,0,0,0,1,0,1,1
7932,infortune,negative,0,1,1,0,0,1,1,0,1,-1
7933,infos,positive,0,0,0,0,0,0,1,0,1,1
7934,infranchissable,negative,0,0,1,0,0,0,1,0,1,-1
7935,infrastructure,positive,0,0,0,0,0,0,1,0,1,1
7936,infructueux,negative,0,0,1,0,0,0,1,0,1,-1
7937,infus,positive,0,0,0,0,0,0,1,0,1,1
7938,infuser,positive,0,0,0,0,0,0,1,0,1,1
7939,infusion,positive,0,0,0,0,0,0,1,0,1,1
7940,ingénierie,positive,0,0,0,0,0,0,1,0,1,1
7941,ingénieur,positive,0,0,0,0,0,0,1,0,1,1
7942,ingéniosité,positive,0,0,0,0,0,0,1,0,1,1
7943,ingérable,negative,0,1,1,1,0,1,1,0,1,-1
7944,ingérence,negative,0,1,1,1,1,0,1,0,1,-1
7945,ingérer,positive,0,0,0,0,0,0,1,0,1,1
7946,ingestion,positive,0,0,0,0,0,0,1,0,1,1
7947,ingrat,negative,0,0,0,1,0,1,1,0,1,-1
7948,ingrédient,positive,0,0,0,0,0,0,1,0,1,1
7949,inhabité,negative,0,0,1,0,0,0,1,0,1,-1
7950,inhalation,positive,0,0,0,0,0,0,1,0,1,1
7951,inhaler,positive,0,0,0,0,0,0,1,0,1,1
7952,inhérent,positive,0,0,0,0,0,0,1,0,1,1
7953,inhiber,negative,0,0,1,0,0,0,1,0,1,-1
7954,inhibition,negative,0,1,1,0,0,0,1,0,1,-1
7955,inhumain,negative,0,1,1,1,0,1,1,0,1,-1
7956,inhumanité,negative,0,1,1,1,0,1,1,0,1,-1
7957,inhumation,negative,0,1,1,1,0,0,1,0,1,-1
7958,inhumer,negative,0,1,1,0,0,0,1,0,1,-1
7959,inimitable,positive,0,0,0,0,0,0,1,0,1,1
7960,inimitié,negative,0,1,1,1,0,1,1,0,1,-1
7961,inintelligible,negative,0,1,1,0,0,0,1,0,1,-1
7962,inintéressant,negative,0,0,1,0,0,1,1,0,1,-1
7963,ininterrompu,positive,0,0,0,0,0,0,1,0,1,1
7964,iniquité,negative,0,0,1,0,0,1,1,0,1,-1
7965,initial,positive,0,0,0,0,0,0,1,0,1,1
7966,initiative,positive,0,0,0,0,0,0,1,0,1,1
7967,injecter,negative,0,1,0,0,0,0,1,0,1,-1
7968,injection,negative,0,1,0,0,0,0,1,0,1,-1
7969,injonction,negative,0,1,1,1,0,0,1,0,1,-1
7970,injurier,negative,0,1,0,1,0,0,1,0,1,-1
7971,injuste,negative,0,0,1,1,0,1,1,0,1,-1
7972,injustement,negative,0,1,1,1,0,0,1,0,1,-1
7973,injustice,negative,0,0,1,1,0,0,1,0,1,-1
7974,injustifié,negative,0,0,1,1,0,1,1,0,1,-1
7975,inné,positive,0,0,0,0,0,0,1,0,1,1
7976,innocemment,positive,0,0,0,0,0,0,1,0,1,1
7977,innocence,positive,0,0,0,0,0,0,1,0,1,1
7978,innocenter,positive,0,0,0,0,0,0,1,0,1,1
7979,innofensives,positive,0,0,0,0,0,0,1,0,1,1
7980,innomables,negative,0,1,1,0,0,0,1,0,1,-1
7981,innombrable,negative,0,0,0,0,0,0,1,0,1,-1
7982,innommable,negative,0,1,1,0,0,0,1,0,1,-1
7983,innovation,positive,0,0,0,0,0,0,1,0,1,1
7984,innover,positive,0,0,0,0,0,0,1,0,1,1
7985,inoccupé,negative,0,0,1,0,0,0,1,0,1,-1
7986,inoculation,positive,0,0,0,0,0,0,1,0,1,1
7987,inondation,negative,0,1,1,0,1,0,1,0,1,-1
7988,inonder,negative,0,1,0,0,1,0,1,0,1,-1
7989,inopérant,negative,0,0,1,1,0,0,1,0,1,-1
7990,inopportun,negative,0,0,1,1,1,1,1,0,1,-1
7991,inorganique,negative,0,0,0,0,0,0,1,0,1,-1
7992,inoxydable,positive,0,0,0,0,0,0,1,0,1,1
7993,inquiéter,negative,0,1,1,0,1,0,1,0,1,-1
7994,inquiétant,negative,0,1,1,0,0,0,1,0,1,-1
7995,inquiétude,negative,0,1,1,0,0,0,1,0,1,-1
7996,insaisissable,negative,0,0,0,0,1,0,1,0,1,-1
7997,insatisfaction,negative,0,0,1,1,0,0,1,0,1,-1
7998,insatisfaisant,negative,0,0,1,0,0,1,1,0,1,-1
7999,insatisfait,negative,0,0,1,1,1,1,1,0,1,-1
8000,inscription,positive,0,0,0,0,0,0,1,0,1,1
8001,inscrire,positive,0,0,0,0,0,0,1,0,1,1
8002,insecte,negative,0,1,0,0,0,1,1,0,1,-1
8003,insécurité,negative,0,1,1,0,0,0,1,0,1,-1
8004,inséparable,positive,0,0,0,0,0,0,1,0,1,1
8005,insérer,positive,0,0,0,0,0,0,1,0,1,1
8006,insertion,positive,0,0,0,0,0,0,1,0,1,1
8007,insigne,positive,0,0,0,0,0,0,1,0,1,1
8008,insignifiance,negative,0,0,0,0,0,0,1,0,1,-1
8009,insignifiant,negative,0,0,1,1,0,1,1,0,1,-1
8010,insinuation,negative,0,1,0,1,1,0,1,0,1,-1
8011,insinuer,negative,0,0,0,0,0,0,1,0,1,-1
8012,insipide,negative,0,0,1,0,0,1,1,0,1,-1
8013,insister,negative,0,0,0,1,0,0,1,0,1,-1
8015,insolent,negative,0,0,0,1,0,0,1,0,1,-1
8016,insoluble,negative,0,0,1,1,0,0,1,0,1,-1
8017,insolvabilité,negative,0,1,1,0,1,0,1,0,1,-1
8018,insolvable,negative,0,1,1,0,0,0,1,0,1,-1
8019,insomnie,negative,0,1,1,0,0,0,1,0,1,-1
8020,inspecter,positive,0,0,0,0,0,0,1,0,1,1
8021,inspiration,positive,0,0,0,0,0,0,1,0,1,1
8022,inspirer,positive,0,0,0,0,1,0,1,0,1,1
8023,instabilité,negative,0,1,0,1,1,1,1,0,1,-1
8024,installation,positive,0,0,0,0,0,0,1,0,1,1
8025,installer,positive,0,0,0,0,0,0,1,0,1,1
8026,instantané,positive,0,0,0,0,1,0,1,0,1,1
8027,instantanément,positive,0,0,0,0,1,0,1,0,1,1
8028,instigation,negative,0,0,0,0,0,0,1,0,1,-1
8029,instinct,positive,0,0,0,0,0,0,1,0,1,1
8030,instituer,positive,0,0,0,0,0,0,1,0,1,1
8031,institut,positive,0,0,0,0,0,0,1,0,1,1
8032,instituteur,positive,0,0,0,0,0,0,1,0,1,1
8033,institution,positive,0,0,0,0,0,0,1,0,1,1
8034,instructeur,positive,0,0,0,0,0,0,1,0,1,1
8035,instruction,positive,0,0,0,0,0,0,1,0,1,1
8036,instrument,positive,0,0,0,0,0,0,1,0,1,1
8037,instrumental,positive,0,0,0,0,0,0,1,0,1,1
8038,instrumentalisation,negative,0,1,1,1,0,0,1,0,1,-1
8039,instrumentiste,positive,0,0,0,0,0,0,1,0,1,1
8040,insuffisamment,negative,0,0,1,0,0,0,1,0,1,-1
8041,insuffisance,negative,0,0,1,1,0,1,1,0,1,-1
8042,insuffisant,negative,0,1,1,0,0,0,1,0,1,-1
8043,insuffler,positive,0,0,0,0,0,0,1,0,1,1
8044,insulaire,negative,0,1,1,0,0,0,1,0,1,-1
8045,insulter,negative,0,1,1,1,0,1,1,0,1,-1
8046,insultant,negative,0,1,1,1,0,1,1,0,1,-1
8047,insulte,negative,0,0,1,1,1,1,1,0,1,-1
8048,insupportable,negative,0,0,1,0,0,1,1,0,1,-1
8049,insurmontable,negative,0,1,1,0,0,0,1,0,1,-1
8050,insurpassé,positive,0,1,0,0,0,0,1,0,1,1
8051,insurpassée,positive,0,1,0,0,0,0,1,0,1,1
